"id","deviceid","timestamp","location","temperature","weathercondition","precipitation","windspeed","humidity","airqualityindex"
abd278a6-3527-4707-ad44-15ffcf56046e,Vehicle-Charmi-123,2024-10-29 19:56:56.067,"[54.35615301154779,-5.25640998213304]",9.179024185330846,Cloudy,24.096368904938668,0.43376276669229163,,276.6131644521217
addda543-468e-4fec-b16e-864f69088361,Vehicle-Charmi-123,2024-10-29 19:57:55.067,"[54.36636538242157,-5.273754900635958]",17.64533451402611,Cloudy,2.5888490280891907,65.75218111317308,,160.921880990677
"27b7c741-db3f-43b4-bf8d-64b00f4f1f99",Vehicle-Charmi-123,2024-10-29 19:58:49.067,"[54.37663288318178,-5.290964990394261]",5.628622987011381,Rain,11.321142652034169,13.337183101609352,,350.00714244856255
"40e73ad4-6243-46f1-8257-60bbe939141d",Vehicle-Charmi-123,2024-10-29 19:59:29.067,"[54.386763957613056,-5.308543184422901]",14.610081819725181,Cloudy,5.242817406387548,71.43845356298945,,460.59588220854744
e34dcefc-f33d-45b1-908c-92ced1e96e91,Vehicle-Charmi-123,2024-10-29 20:00:09.067,"[54.3965558510521,-5.325974872449174]",12.430686554994189,Snow,16.856087138479335,89.386600137792,,438.7386174771975
"123ec118-2fd9-4bfd-a439-f6c25b0113aa",Vehicle-Charmi-123,2024-10-29 20:00:43.067,"[54.406366581038306,-5.344075600307919]",3.2763263527731254,Cloudy,24.588309840600107,68.3390328664787,,31.01641196979149
dac22fb8-7085-4d26-9220-5a56581ba3f5,Vehicle-Charmi-123,2024-10-29 20:01:39.067,"[54.41640817498635,-5.362169293924676]",15.941306419106326,Cloudy,18.56031839682151,56.12705527908106,,392.1535864354433
"05ef0b2a-e2d9-4846-b2a9-8bb0de94f979",Vehicle-Charmi-123,2024-10-29 20:02:39.067,"[54.42662265979752,-5.379907739276034]",24.940829620628524,Sunny,0.3241309418659577,25.13411283723057,,390.4624464379427
d824acbb-d567-4647-bb7a-7711966fbb4d,Vehicle-Charmi-123,2024-10-29 20:03:29.067,"[54.4368221461746,-5.397329110207141]",17.891951007433207,Cloudy,19.403668628058306,96.42898231260307,,88.7129492441316
bb39d4ae-bc96-46fb-83d1-0465d452221c,Vehicle-Charmi-123,2024-10-29 20:04:02.067,"[54.44707262142357,-5.4147200307211145]",12.25455723845532,Cloudy,4.0232212439153425,84.60141960905206,,233.16566910478954
"91933fd9-fd74-48bd-b124-62ffe8c05b6f",Vehicle-Charmi-123,2024-10-29 20:08:16.067,"[54.50717227318209,-5.520611319020622]",22.237754182986478,Snow,16.164028982958634,93.97511115083135,,76.87728860882275
"921baaa0-8689-4712-bdde-b19f60ed804d",Vehicle-Charmi-123,2024-10-29 20:08:51.067,"[54.51649815949684,-5.538664070991462]",12.823831122146537,Cloudy,22.774664360778026,40.7632778495793,,202.22401035213855
ed875607-582e-44f6-8506-3b0dadb392aa,Vehicle-Charmi-123,2024-10-29 20:09:21.067,"[54.526175661364086,-5.556671765229836]",18.4347784975505,Sunny,17.522050784575054,7.2589444798977105,,53.06777093498627
ca35d095-21a0-4582-b563-19b0a1817a6b,Vehicle-Charmi-123,2024-10-29 20:10:03.067,"[54.53574517880838,-5.573871074350091]",9.693617998406495,Cloudy,3.40953650823867,39.09925654289903,,272.8622343204113
"06667791-4773-42c3-9f89-f4c5149fcfc2",Vehicle-Charmi-123,2024-10-29 20:10:58.067,"[54.54571046785388,-5.591082905433706]",24.67914112235172,Sunny,13.838104694106972,55.50697456402619,,2.514919537002558
"05a34d39-8a4e-4f30-a098-f465f0878cb6",Vehicle-Charmi-123,2024-10-29 20:11:37.067,"[54.555535619902436,-5.608261926044477]",17.504057747568197,Cloudy,10.316362400656198,64.59315035600875,,80.47717878219751
"60d2b8bc-e2d6-4e36-b3a6-3aafc31ed330",Vehicle-Charmi-123,2024-10-29 21:24:45.067,"[55.49401438214511,-7.30304879219795]",16.3482826258847,Rain,10.67634012714859,84.77979698515576,,287.5713445060861
"915eeb04-5561-485d-8f92-253262babcef",Vehicle-Charmi-123,2024-10-29 21:25:30.067,"[55.504229487513264,-7.320560502217102]",10.267638065273994,Cloudy,22.091592030489025,23.272163948854107,,96.77771852009337
c3984aff-fc28-49a7-8c1e-3819c23ecb3b,Vehicle-Charmi-123,2024-10-29 21:26:23.067,"[55.51398237314764,-7.337889769663874]",25.968597224754056,Snow,1.1373047407329557,34.96500444443188,,106.16896678245536
"50954f20-a687-40c8-a170-c8c52156e2de",Vehicle-Charmi-123,2024-10-29 21:27:02.067,"[55.52352479066982,-7.3559479336004605]",-4.809930864505922,Rain,8.534039630750067,72.43966428110117,,14.558690905730309
"42cc37ff-f595-4cd4-84d3-cb6894817702",Vehicle-Charmi-123,2024-10-29 21:27:53.067,"[55.53314330550191,-7.373735996745187]",-3.8976942225156814,Cloudy,12.037388078009018,62.72004877076889,,268.48377248618226
"06892348-4603-465b-b215-c290acd7037f",Vehicle-Charmi-123,2024-10-29 21:28:46.067,"[55.543215294535116,-7.391448043679852]",12.51322187091327,Rain,13.879430207588797,1.8718430461454827,,165.85964634841426
ae2b1327-e777-4fd3-9b4f-3f6f525b66af,Vehicle-Charmi-123,2024-10-29 21:29:16.067,"[55.553472907827555,-7.409293583651198]",11.562468462546011,Cloudy,14.274541028903625,38.956627389325874,,432.29684525111287
"1dd7dd1c-8ff0-4ebd-b0fa-14d6356f8b38",Vehicle-Charmi-123,2024-10-29 19:03:27.067,"[53.63258288076066,-3.9578892614277246]",-1.4044159721245841,Sunny,7.732251596838155,74.16935090575542,,59.721503453943726
cf839af3-7639-40d2-b6dc-6a1a0a24add3,Vehicle-Charmi-123,2024-10-29 19:04:13.067,"[53.642034713391595,-3.9750622452259696]",3.0366558073151975,Rain,3.1732651870281208,78.11239799369875,,443.207379870328
"325d9a8f-c701-4fc4-a61c-27dea839d839",Vehicle-Charmi-123,2024-10-29 19:04:45.067,"[53.652129821238255,-3.9929162646309484]",14.453517819860359,Snow,11.379944441985687,36.01238955217533,,283.4430641192249
"8a6142eb-f5ff-48f4-b235-85dbd46af931",Vehicle-Charmi-123,2024-10-29 19:05:33.067,"[53.661672937319295,-4.010939359715927]",17.964178836148765,Sunny,1.1009476815702386,86.29284949026112,,235.88229478886907
ac4f3b78-af24-4fad-b907-e2c5a9ba671e,Vehicle-Charmi-123,2024-10-29 19:06:04.067,"[53.67113989825307,-4.028105017570533]",17.960640671303885,Snow,5.61288284543939,24.826318335724316,,159.9675687821878
"57dc37d3-208a-4017-aaf0-184e05aaba96",Vehicle-Charmi-123,2024-10-29 19:06:35.067,"[53.68054729918274,-4.045557691853814]",25.423829782186345,Snow,1.7231609443186273,46.50941779168861,,422.423252130664
ac750dae-c11b-4f0b-96ca-b259afbf4647,Vehicle-Charmi-123,2024-10-29 19:07:11.067,"[53.690388390578065,-4.063675722680256]",17.92685558873596,Cloudy,11.598167264512483,59.169093498481615,,386.3066314752622
"414284d3-4810-4545-8d59-462aa0fb9904",Vehicle-Charmi-123,2024-10-29 19:07:41.067,"[53.69982695695486,-4.080869325147718]",21.02679421378139,Sunny,23.774756553586084,0.14620405355777466,,424.50299388946087
"667aa665-3d94-4273-9701-a160915999d1",Vehicle-Charmi-123,2024-10-29 19:08:24.067,"[53.709320151327766,-4.098012209405823]",25.905737373334002,Rain,2.3256659589522055,92.12744029721064,,259.8796092460185
"382dd4a4-81ab-4c62-b970-a77946fb3b15",Vehicle-Charmi-123,2024-10-29 19:08:57.067,"[53.71958270611793,-4.116053306988307]",7.224889966247563,Sunny,10.874571960874633,96.42182747327408,,130.49546946180502
dd9af417-0a10-4727-99f0-aa3cee45dfb5,Vehicle-Charmi-123,2024-10-29 19:09:37.067,"[53.72957143172425,-4.1334439541195245]",24.25019526693293,Cloudy,19.49842456172157,58.47080358041289,,82.1874903498841
e852b41c-5ff3-42b5-b8aa-0a979eedabd8,Vehicle-Charmi-123,2024-10-29 20:36:49.067,"[54.86957031413154,-6.17363614069795]",5.765957811513726,Cloudy,11.429900857900677,12.036818041089592,,157.82563272569533
"1c551e87-29b5-47a1-958c-fc51d0a60db4",Vehicle-Charmi-123,2024-10-29 20:37:22.067,"[54.87953241719199,-6.191382712694363]",3.0507238417992397,Rain,5.928478812688631,47.13453647384554,,182.9620755609634
"5c1fa573-0f35-434e-b3b9-370f8a502e4b",Vehicle-Charmi-123,2024-10-29 20:38:03.067,"[54.8890309496741,-6.208808000067546]",8.972598735813541,Cloudy,24.48181129542975,68.60119121414925,,360.40772970746866
"801a3cc3-d9cb-45e9-9cd1-cf77fb2983c0",Vehicle-Charmi-123,2024-10-29 20:38:58.067,"[54.899175258412846,-6.226737936853409]",19.975719208285295,Cloudy,10.538016725256632,13.447168466122273,,315.325992245253
"1f8b60f3-240f-437f-8f31-adadb0d2677e",Vehicle-Charmi-123,2024-10-29 20:39:45.067,"[54.90924859134954,-6.244563902671255]",-1.9317812218752621,Cloudy,1.500909443100415,81.38180692068462,,314.9311061810772
"7d87f939-54f7-42ca-8488-62800677e162",Vehicle-Charmi-123,2024-10-29 20:40:32.067,"[54.91879636047155,-6.2623295960911864]",-4.38510465797344,Sunny,8.777262245746066,67.9585851454113,,288.4268782134892
e312d6c7-d69d-4160-b540-6ddcef3ffcd1,Vehicle-Charmi-123,2024-10-29 20:41:12.067,"[54.929063733604586,-6.280170987359357]",17.832311107626808,Sunny,9.526774960321143,28.652357655578907,,72.42416913903371
d290eff4-8514-4b8d-9dc7-d20e7e66db9c,Vehicle-Charmi-123,2024-10-29 22:07:23.067,"[56.062386445830825,-8.326582337457161]",12.1354247741783,Cloudy,2.16185830751362,85.69737637174784,,497.83216869995965
"355c2530-fbf0-4521-9c4b-003199270e8c",Vehicle-Charmi-123,2024-10-29 22:08:16.067,"[56.07251143485706,-8.344429166578822]",2.682774760918128,Snow,14.486675750912465,89.18226281365727,,74.48485089002071
"6fc9d716-53e9-4de2-8785-d0f2985c7368",Vehicle-Charmi-123,2024-10-29 22:09:01.067,"[56.082217206710425,-8.362510942383341]",8.1966269497929,Snow,11.981733480415588,79.80175144721083,,226.22068410845486
"37353bc1-6541-45a5-afe4-f60cf1e05067",Vehicle-Charmi-123,2024-10-29 22:09:54.067,"[56.09206369367686,-8.380624519391848]",6.1105761317126674,Cloudy,16.191004961533782,9.072950494237364,,152.41830111221532
c4912d54-9205-49e4-81d3-ec8374da65d0,Vehicle-Charmi-123,2024-10-29 22:10:28.067,"[56.10232811445531,-8.39828675874935]",19.48562009646077,Rain,15.670273912008065,70.39020630225711,,313.65251194945944
"10643f87-5355-4c3e-ac52-1885df494901",Vehicle-Charmi-123,2024-10-29 22:11:22.067,"[56.11214703478227,-8.416116168768138]",11.815488299966681,Cloudy,19.692296103511968,8.09590415690482,,367.8803925672295
"8482c040-a0cf-4328-af92-af6dceba38a7",Vehicle-Charmi-123,2024-10-29 22:12:03.067,"[56.12232301268823,-8.434131202224412]",6.359422873208592,Sunny,14.018955213825615,77.35755086296244,,167.4648383208837
"7da7d8df-984b-4c76-a5cb-7b4cb1b2a220",Vehicle-Charmi-123,2024-10-29 22:12:57.067,"[56.132260051088565,-8.451519822159842]",1.5036132436124836,Cloudy,8.01159541173124,89.79330380809147,,211.46456255445378
d194b564-f874-481d-a10f-d15defe077a1,Vehicle-Charmi-123,2024-10-29 22:13:43.067,"[56.141920864867274,-8.469193411510435]",17.004583951004136,Rain,11.299459565608066,36.81458517901886,,346.61154377756964
"398621a0-12cf-461c-b0c4-f878d334115e",Vehicle-Charmi-123,2024-10-29 22:14:15.067,"[56.152100768080565,-8.486861537390503]",24.705951658304294,Sunny,2.7341230148014066,27.594273620862197,,248.16436749137216
"4ff1a1ce-ce43-4ae0-a9dc-1c83977578ea",Vehicle-Charmi-123,2024-10-29 22:15:02.067,"[56.16168193752251,-8.50401796278496]",8.0240291637157,Sunny,7.287919929076109,6.294950859275916,,116.16403175498363
